Município,Total,Única,Proporção casais sem filhos,Nível,Código,Índice de envelhecimento,Renda média 60+,nome,UF
carmo de minas,1503.0,1194.0,0.7944111776447106,MU,3114105,100.01,2599.2200000000003,carmo de minas,31.0
carmo do cajuru,2810.0,2511.0,0.893594306049822,MU,3114204,63.44,2402.31,carmo do cajuru,31.0
carmo do cajuru,2810.0,2511.0,0.893594306049822,MU,3114204,36.0,2402.31,carmo do cajuru,31.0
carmo do cajuru,2810.0,2511.0,0.893594306049822,MU,3114204,98.91,2402.31,carmo do cajuru,31.0
carmo do paranaíba,3818.0,3458.0,0.9057097957045572,MU,3114303,89.3,2647.56,carmo do paranaíba,31.0
carmo do paranaíba,3818.0,3458.0,0.9057097957045572,MU,3114303,40.0,2647.56,carmo do paranaíba,31.0
carmo do paranaíba,3818.0,3458.0,0.9057097957045572,MU,3114303,100.96,2647.56,carmo do paranaíba,31.0
carmo do rio claro,2695.0,2436.0,0.903896103896104,MU,3114402,80.84,1994.78,carmo do rio claro,31.0
carmo do rio claro,2695.0,2436.0,0.903896103896104,MU,3114402,39.0,1994.78,carmo do rio claro,31.0
carmo do rio claro,2695.0,2436.0,0.903896103896104,MU,3114402,102.06,1994.78,carmo do rio claro,31.0
carmópolis de minas,1975.0,1767.0,0.8946835443037975,MU,3114501,70.48,2762.91,carmópolis de minas,31.0
carmópolis de minas,1975.0,1767.0,0.8946835443037975,MU,3114501,37.0,2762.91,carmópolis de minas,31.0
carmópolis de minas,1975.0,1767.0,0.8946835443037975,MU,3114501,102.42,2762.91,carmópolis de minas,31.0
carneirinho,1445.0,1314.0,0.9093425605536332,MU,3114550,80.12,2315.36,carneirinho,31.0
carneirinho,1445.0,1314.0,0.9093425605536332,MU,3114550,39.0,2315.36,carneirinho,31.0
carneirinho,1445.0,1314.0,0.9093425605536332,MU,3114550,102.62,2315.36,carneirinho,31.0
carrancas,553.0,480.0,0.8679927667269439,MU,3114600,82.24,2546.42,carrancas,31.0
carrancas,553.0,480.0,0.8679927667269439,MU,3114600,39.0,2546.42,carrancas,31.0
carrancas,553.0,480.0,0.8679927667269439,MU,3114600,98.97,2546.42,carrancas,31.0
carvalhópolis,457.0,388.0,0.849015317286652,MU,3114709,112.99,2009.705,carvalhópolis,31.0
carvalhópolis,457.0,388.0,0.849015317286652,MU,3114709,41.0,2009.705,carvalhópolis,31.0
carvalhópolis,457.0,388.0,0.849015317286652,MU,3114709,105.6,2009.705,carvalhópolis,31.0
carvalhos,578.0,482.0,0.8339100346020761,MU,3114808,107.14,1702.1,carvalhos,31.0
carvalhos,578.0,482.0,0.8339100346020761,MU,3114808,42.0,1702.1,carvalhos,31.0
carvalhos,578.0,482.0,0.8339100346020761,MU,3114808,103.31,1702.1,carvalhos,31.0
casa grande,260.0,224.0,0.8615384615384616,MU,3114907,99.12,4141.200000000001,casa grande,31.0
casa grande,260.0,224.0,0.8615384615384616,MU,3114907,40.0,4141.200000000001,casa grande,31.0
casa grande,260.0,224.0,0.8615384615384616,MU,3114907,106.15,4141.200000000001,casa grande,31.0
cascalho rico,408.0,356.0,0.8725490196078431,MU,3115003,109.09,2060.92,cascalho rico,31.0
cascalho rico,408.0,356.0,0.8725490196078431,MU,3115003,42.0,2060.92,cascalho rico,31.0
cascalho rico,408.0,356.0,0.8725490196078431,MU,3115003,101.04,2060.92,cascalho rico,31.0
cássia,2180.0,1920.0,0.8807339449541285,MU,3115102,86.41,2338.0950000000003,cássia,31.0
cássia,2180.0,1920.0,0.8807339449541285,MU,3115102,38.0,2338.0950000000003,cássia,31.0
cássia,2180.0,1920.0,0.8807339449541285,MU,3115102,100.25,2338.0950000000003,cássia,31.0
conceição da barra de minas,433.0,367.0,0.8475750577367206,MU,3115201,102.8,1624.1999999999998,conceição da barra de minas,31.0
conceição da barra de minas,433.0,367.0,0.8475750577367206,MU,3115201,41.0,1624.1999999999998,conceição da barra de minas,31.0
conceição da barra de minas,433.0,367.0,0.8475750577367206,MU,3115201,107.22,1624.1999999999998,conceição da barra de minas,31.0
cataguases,9522.0,8244.0,0.8657844990548205,MU,3115300,94.88,2586.215,cataguases,31.0
cataguases,9522.0,8244.0,0.8657844990548205,MU,3115300,40.0,2586.215,cataguases,31.0
cataguases,9522.0,8244.0,0.8657844990548205,MU,3115300,93.08,2586.215,cataguases,31.0
catas altas,644.0,550.0,0.8540372670807453,MU,3115359,56.88,2321.96,catas altas,31.0
catas altas,644.0,550.0,0.8540372670807453,MU,3115359,36.0,2321.96,catas altas,31.0
catas altas,644.0,550.0,0.8540372670807453,MU,3115359,96.8,2321.96,catas altas,31.0
catas altas da noruega,309.0,260.0,0.8414239482200647,MU,3115409,79.39,1249.825,catas altas da noruega,31.0
catas altas da noruega,309.0,260.0,0.8414239482200647,MU,3115409,38.0,1249.825,catas altas da noruega,31.0
catas altas da noruega,309.0,260.0,0.8414239482200647,MU,3115409,97.21,1249.825,catas altas da noruega,31.0
catuji,755.0,663.0,0.8781456953642384,MU,3115458,48.33,1093.56,catuji,31.0
catuji,755.0,663.0,0.8781456953642384,MU,3115458,34.0,1093.56,catuji,31.0
catuji,755.0,663.0,0.8781456953642384,MU,3115458,97.69,1093.56,catuji,31.0
catuti,648.0,509.0,0.7854938271604939,MU,3115474,68.88,1009.86,catuti,31.0
catuti,648.0,509.0,0.7854938271604939,MU,3115474,38.0,1009.86,catuti,31.0
catuti,648.0,509.0,0.7854938271604939,MU,3115474,99.71,1009.86,catuti,31.0
caxambu,2682.0,2276.0,0.84862043251305,MU,3115508,105.15,2758.925,caxambu,31.0
caxambu,2682.0,2276.0,0.84862043251305,MU,3115508,41.0,2758.925,caxambu,31.0
caxambu,2682.0,2276.0,0.84862043251305,MU,3115508,91.28,2758.925,caxambu,31.0
cedro do abaeté,153.0,147.0,0.9607843137254902,MU,3115607,143.79,1393.755,cedro do abaeté,31.0
cedro do abaeté,153.0,147.0,0.9607843137254902,MU,3115607,46.0,1393.755,cedro do abaeté,31.0
cedro do abaeté,153.0,147.0,0.9607843137254902,MU,3115607,104.35,1393.755,cedro do abaeté,31.0
central de minas,944.0,860.0,0.9110169491525424,MU,3115706,103.87,1523.68,central de minas,31.0
central de minas,944.0,860.0,0.9110169491525424,MU,3115706,42.0,1523.68,central de minas,31.0
central de minas,944.0,860.0,0.9110169491525424,MU,3115706,96.4,1523.68,central de minas,31.0
centralina,1248.0,1065.0,0.8533653846153846,MU,3115805,65.14,2023.25,centralina,31.0
centralina,1248.0,1065.0,0.8533653846153846,MU,3115805,36.0,2023.25,centralina,31.0
centralina,1248.0,1065.0,0.8533653846153846,MU,3115805,100.26,2023.25,centralina,31.0
chácara,413.0,364.0,0.8813559322033898,MU,3115904,85.13,2261.985,chácara,31.0
chácara,413.0,364.0,0.8813559322033898,MU,3115904,40.0,2261.985,chácara,31.0
chácara,413.0,364.0,0.8813559322033898,MU,3115904,97.75,2261.985,chácara,31.0
chalé,807.0,734.0,0.909541511771995,MU,3116001,66.36,1571.53,chalé,31.0
chalé,807.0,734.0,0.909541511771995,MU,3116001,36.0,1571.53,chalé,31.0
chalé,807.0,734.0,0.909541511771995,MU,3116001,100.5,1571.53,chalé,31.0
chapada do norte,1179.0,918.0,0.7786259541984732,MU,3116100,63.77,1251.52,chapada do norte,31.0
chapada do norte,1179.0,918.0,0.7786259541984732,MU,3116100,35.0,1251.52,chapada do norte,31.0
chapada do norte,1179.0,918.0,0.7786259541984732,MU,3116100,95.7,1251.52,chapada do norte,31.0
chapada gaúcha,1071.0,884.0,0.8253968253968254,MU,3116159,33.99,4996.71,chapada gaúcha,31.0
chapada gaúcha,1071.0,884.0,0.8253968253968254,MU,3116159,28.0,4996.71,chapada gaúcha,31.0
chapada gaúcha,1071.0,884.0,0.8253968253968254,MU,3116159,105.92,4996.71,chapada gaúcha,31.0
chiador,366.0,292.0,0.7978142076502732,MU,3116209,85.49,2084.01,chiador,31.0
chiador,366.0,292.0,0.7978142076502732,MU,3116209,39.0,2084.01,chiador,31.0
chiador,366.0,292.0,0.7978142076502732,MU,3116209,90.74,2084.01,chiador,31.0
cipotânea,730.0,643.0,0.8808219178082192,MU,3116308,93.91,1000.07,cipotânea,31.0
cipotânea,730.0,643.0,0.8808219178082192,MU,3116308,41.0,1000.07,cipotânea,31.0
cipotânea,730.0,643.0,0.8808219178082192,MU,3116308,98.33,1000.07,cipotânea,31.0
claraval,600.0,513.0,0.855,MU,3116407,82.52,1751.545,claraval,31.0
claraval,600.0,513.0,0.855,MU,3116407,38.0,1751.545,claraval,31.0
claraval,600.0,513.0,0.855,MU,3116407,108.13,1751.545,claraval,31.0
claro dos poções,973.0,858.0,0.881808838643371,MU,3116506,85.52,1287.9299999999998,claro dos poções,31.0
claro dos poções,973.0,858.0,0.881808838643371,MU,3116506,40.0,1287.9299999999998,claro dos poções,31.0
claro dos poções,973.0,858.0,0.881808838643371,MU,3116506,101.41,1287.9299999999998,claro dos poções,31.0
cláudio,3312.0,2911.0,0.8789251207729468,MU,3116605,56.05,2138.385,cláudio,31.0
cláudio,3312.0,2911.0,0.8789251207729468,MU,3116605,35.0,2138.385,cláudio,31.0
cláudio,3312.0,2911.0,0.8789251207729468,MU,3116605,99.85,2138.385,cláudio,31.0
coimbra,944.0,870.0,0.9216101694915254,MU,3116704,104.6,1862.065,coimbra,31.0
coimbra,944.0,870.0,0.9216101694915254,MU,3116704,40.0,1862.065,coimbra,31.0
coimbra,944.0,870.0,0.9216101694915254,MU,3116704,102.42,1862.065,coimbra,31.0
coluna,1026.0,907.0,0.8840155945419104,MU,3116803,73.38,1769.735,coluna,31.0
coluna,1026.0,907.0,0.8840155945419104,MU,3116803,36.0,1769.735,coluna,31.0
coluna,1026.0,907.0,0.8840155945419104,MU,3116803,100.71,1769.735,coluna,31.0
comendador gomes,386.0,355.0,0.9196891191709844,MU,3116902,63.18,3327.42,comendador gomes,31.0
comendador gomes,386.0,355.0,0.9196891191709844,MU,3116902,37.0,3327.42,comendador gomes,31.0
comendador gomes,386.0,355.0,0.9196891191709844,MU,3116902,105.41,3327.42,comendador gomes,31.0
comercinho,929.0,864.0,0.930032292787944,MU,3117009,105.08,2194.525,comercinho,31.0
comercinho,929.0,864.0,0.930032292787944,MU,3117009,41.0,2194.525,comercinho,31.0
comercinho,929.0,864.0,0.930032292787944,MU,3117009,101.39,2194.525,comercinho,31.0
conceição da aparecida,1299.0,1151.0,0.8860662047729022,MU,3117108,75.3,2762.3050000000003,conceição da aparecida,31.0
conceição da aparecida,1299.0,1151.0,0.8860662047729022,MU,3117108,38.0,2762.3050000000003,conceição da aparecida,31.0
conceição da aparecida,1299.0,1151.0,0.8860662047729022,MU,3117108,105.81,2762.3050000000003,conceição da aparecida,31.0
conceição das pedras,357.0,326.0,0.9131652661064426,MU,3117207,92.54,1855.275,conceição das pedras,31.0
conceição das pedras,357.0,326.0,0.9131652661064426,MU,3117207,40.0,1855.275,conceição das pedras,31.0
conceição das pedras,357.0,326.0,0.9131652661064426,MU,3117207,114.55,1855.275,conceição das pedras,31.0
conceição das alagoas,3167.0,2746.0,0.8670666245658352,MU,3117306,39.4,2944.35,conceição das alagoas,31.0
conceição das alagoas,3167.0,2746.0,0.8670666245658352,MU,3117306,33.0,2944.35,conceição das alagoas,31.0
conceição das alagoas,3167.0,2746.0,0.8670666245658352,MU,3117306,104.64,2944.35,conceição das alagoas,31.0
conceição de ipanema,681.0,623.0,0.9148311306901616,MU,3117405,94.07,1352.6750000000002,conceição de ipanema,31.0
conceição de ipanema,681.0,623.0,0.9148311306901616,MU,3117405,41.0,1352.6750000000002,conceição de ipanema,31.0
conceição de ipanema,681.0,623.0,0.9148311306901616,MU,3117405,100.68,1352.6750000000002,conceição de ipanema,31.0
conceição do mato dentro,2233.0,2011.0,0.9005821764442454,MU,3117504,50.5,1949.8,conceição do mato dentro,31.0
conceição do mato dentro,2233.0,2011.0,0.9005821764442454,MU,3117504,33.0,1949.8,conceição do mato dentro,31.0
conceição do mato dentro,2233.0,2011.0,0.9005821764442454,MU,3117504,101.47,1949.8,conceição do mato dentro,31.0
conceição do pará,694.0,623.0,0.8976945244956772,MU,3117603,88.47,2589.195,conceição do pará,31.0
conceição do pará,694.0,623.0,0.8976945244956772,MU,3117603,40.0,2589.195,conceição do pará,31.0
conceição do pará,694.0,623.0,0.8976945244956772,MU,3117603,104.49,2589.195,conceição do pará,31.0
conceição do rio verde,1575.0,1318.0,0.8368253968253968,MU,3117702,69.26,2662.925,conceição do rio verde,31.0
conceição do rio verde,1575.0,1318.0,0.8368253968253968,MU,3117702,36.0,2662.925,conceição do rio verde,31.0
conceição do rio verde,1575.0,1318.0,0.8368253968253968,MU,3117702,100.75,2662.925,conceição do rio verde,31.0
conceição dos ouros,1404.0,1266.0,0.9017094017094016,MU,3117801,68.13,2567.035,conceição dos ouros,31.0
conceição dos ouros,1404.0,1266.0,0.9017094017094016,MU,3117801,37.0,2567.035,conceição dos ouros,31.0
conceição dos ouros,1404.0,1266.0,0.9017094017094016,MU,3117801,104.13,2567.035,conceição dos ouros,31.0
cônego marinho,723.0,555.0,0.7676348547717843,MU,3117836,64.97,1183.8,cônego marinho,31.0
cônego marinho,723.0,555.0,0.7676348547717843,MU,3117836,35.0,1183.8,cônego marinho,31.0
cônego marinho,723.0,555.0,0.7676348547717843,MU,3117836,103.12,1183.8,cônego marinho,31.0
confins,808.0,635.0,0.7858910891089109,MU,3117876,63.57,2935.28,confins,31.0
confins,808.0,635.0,0.7858910891089109,MU,3117876,37.0,2935.28,confins,31.0
confins,808.0,635.0,0.7858910891089109,MU,3117876,97.47,2935.28,confins,31.0
congonhal,1538.0,1379.0,0.8966189856957087,MU,3117900,92.44,2431.2650000000003,congonhal,31.0
congonhal,1538.0,1379.0,0.8966189856957087,MU,3117900,40.0,2431.2650000000003,congonhal,31.0
congonhal,1538.0,1379.0,0.8966189856957087,MU,3117900,101.11,2431.2650000000003,congonhal,31.0
congonhas,5911.0,4660.0,0.7883606834714938,MU,3118007,52.9,2337.73,congonhas,31.0
congonhas,5911.0,4660.0,0.7883606834714938,MU,3118007,35.0,2337.73,congonhas,31.0
congonhas,5911.0,4660.0,0.7883606834714938,MU,3118007,96.41,2337.73,congonhas,31.0
congonhas do norte,499.0,405.0,0.811623246492986,MU,3118106,76.1,1219.12,congonhas do norte,31.0
congonhas do norte,499.0,405.0,0.811623246492986,MU,3118106,36.0,1219.12,congonhas do norte,31.0
congonhas do norte,499.0,405.0,0.811623246492986,MU,3118106,102.13,1219.12,congonhas do norte,31.0
conquista,907.0,803.0,0.8853362734288864,MU,3118205,76.19,3357.995,conquista,31.0
conquista,907.0,803.0,0.8853362734288864,MU,3118205,37.0,3357.995,conquista,31.0
conquista,907.0,803.0,0.8853362734288864,MU,3118205,102.36,3357.995,conquista,31.0
conselheiro lafaiete,15262.0,12864.0,0.8428777355523522,MU,3118304,68.81,2797.895,conselheiro lafaiete,31.0
conselheiro lafaiete,15262.0,12864.0,0.8428777355523522,MU,3118304,36.0,2797.895,conselheiro lafaiete,31.0
conselheiro lafaiete,15262.0,12864.0,0.8428777355523522,MU,3118304,92.66,2797.895,conselheiro lafaiete,31.0
conselheiro pena,2534.0,2416.0,0.9534333070244672,MU,3118403,78.23,2457.62,conselheiro pena,31.0
conselheiro pena,2534.0,2416.0,0.9534333070244672,MU,3118403,38.0,2457.62,conselheiro pena,31.0
conselheiro pena,2534.0,2416.0,0.9534333070244672,MU,3118403,96.94,2457.62,conselheiro pena,31.0
consolação,242.0,213.0,0.8801652892561983,MU,3118502,108.3,1320.235,consolação,31.0
consolação,242.0,213.0,0.8801652892561983,MU,3118502,42.0,1320.235,consolação,31.0
consolação,242.0,213.0,0.8801652892561983,MU,3118502,107.85,1320.235,consolação,31.0
contagem,76323.0,65087.0,0.8527835645873458,MU,3118601,59.66,2356.385,contagem,31.0
contagem,76323.0,65087.0,0.8527835645873458,MU,3118601,36.0,2356.385,contagem,31.0
contagem,76323.0,65087.0,0.8527835645873458,MU,3118601,91.85,2356.385,contagem,31.0
coqueiral,1067.0,960.0,0.8997188378631678,MU,3118700,87.02,2309.97,coqueiral,31.0
coqueiral,1067.0,960.0,0.8997188378631678,MU,3118700,38.0,2309.97,coqueiral,31.0
coqueiral,1067.0,960.0,0.8997188378631678,MU,3118700,101.09,2309.97,coqueiral,31.0
coração de jesus,3086.0,2602.0,0.8431626701231367,MU,3118809,65.47,1376.225,coração de jesus,31.0
coração de jesus,3086.0,2602.0,0.8431626701231367,MU,3118809,36.0,1376.225,coração de jesus,31.0
coração de jesus,3086.0,2602.0,0.8431626701231367,MU,3118809,100.74,1376.225,coração de jesus,31.0
cordisburgo,1090.0,955.0,0.8761467889908257,MU,3118908,114.69,1634.16,cordisburgo,31.0
cordisburgo,1090.0,955.0,0.8761467889908257,MU,3118908,42.0,1634.16,cordisburgo,31.0
cordisburgo,1090.0,955.0,0.8761467889908257,MU,3118908,99.02,1634.16,cordisburgo,31.0
cordislândia,404.0,343.0,0.849009900990099,MU,3119005,77.44,1692.205,cordislândia,31.0
cordislândia,404.0,343.0,0.849009900990099,MU,3119005,39.0,1692.205,cordislândia,31.0
cordislândia,404.0,343.0,0.849009900990099,MU,3119005,103.82,1692.205,cordislândia,31.0
corinto,2788.0,2306.0,0.827116212338594,MU,3119104,74.45,2259.075,corinto,31.0
corinto,2788.0,2306.0,0.827116212338594,MU,3119104,37.0,2259.075,corinto,31.0
corinto,2788.0,2306.0,0.827116212338594,MU,3119104,96.33,2259.075,corinto,31.0
coroaci,1031.0,795.0,0.7710960232783706,MU,3119203,92.67,2106.2,coroaci,31.0
coroaci,1031.0,795.0,0.7710960232783706,MU,3119203,37.0,2106.2,coroaci,31.0
coroaci,1031.0,795.0,0.7710960232783706,MU,3119203,104.32,2106.2,coroaci,31.0
coromandel,4218.0,3851.0,0.9129919393077288,MU,3119302,80.03,2807.605,coromandel,31.0
coromandel,4218.0,3851.0,0.9129919393077288,MU,3119302,39.0,2807.605,coromandel,31.0
coromandel,4218.0,3851.0,0.9129919393077288,MU,3119302,101.18,2807.605,coromandel,31.0
coronel fabriciano,12280.0,10946.0,0.8913680781758958,MU,3119401,67.11,2309.53,coronel fabriciano,31.0
coronel fabriciano,12280.0,10946.0,0.8913680781758958,MU,3119401,37.0,2309.53,coronel fabriciano,31.0
coronel fabriciano,12280.0,10946.0,0.8913680781758958,MU,3119401,91.1,2309.53,coronel fabriciano,31.0
coronel murta,979.0,814.0,0.8314606741573034,MU,3119500,78.85,1248.14,coronel murta,31.0
coronel murta,979.0,814.0,0.8314606741573034,MU,3119500,37.0,1248.14,coronel murta,31.0
coronel murta,979.0,814.0,0.8314606741573034,MU,3119500,102.32,1248.14,coronel murta,31.0
coronel pacheco,326.0,274.0,0.8404907975460123,MU,3119609,96.27,2209.99,coronel pacheco,31.0
coronel pacheco,326.0,274.0,0.8404907975460123,MU,3119609,41.0,2209.99,coronel pacheco,31.0
coronel pacheco,326.0,274.0,0.8404907975460123,MU,3119609,95.47,2209.99,coronel pacheco,31.0
coronel xavier chaves,409.0,355.0,0.8679706601466992,MU,3119708,89.77,2575.465,coronel xavier chaves,31.0
coronel xavier chaves,409.0,355.0,0.8679706601466992,MU,3119708,41.0,2575.465,coronel xavier chaves,31.0
coronel xavier chaves,409.0,355.0,0.8679706601466992,MU,3119708,97.96,2575.465,coronel xavier chaves,31.0
córrego danta,451.0,396.0,0.8780487804878049,MU,3119807,146.94,2386.065,córrego danta,31.0
córrego danta,451.0,396.0,0.8780487804878049,MU,3119807,44.0,2386.065,córrego danta,31.0
córrego danta,451.0,396.0,0.8780487804878049,MU,3119807,110.83,2386.065,córrego danta,31.0
córrego do bom jesus,660.0,582.0,0.8818181818181818,MU,3119906,132.38,2269.005,córrego do bom jesus,31.0
córrego do bom jesus,660.0,582.0,0.8818181818181818,MU,3119906,44.0,2269.005,córrego do bom jesus,31.0
córrego do bom jesus,660.0,582.0,0.8818181818181818,MU,3119906,104.99,2269.005,córrego do bom jesus,31.0
córrego fundo,670.0,608.0,0.9074626865671642,MU,3119955,79.98,2575.905,córrego fundo,31.0
córrego fundo,670.0,608.0,0.9074626865671642,MU,3119955,39.0,2575.905,córrego fundo,31.0
córrego fundo,670.0,608.0,0.9074626865671642,MU,3119955,101.81,2575.905,córrego fundo,31.0
córrego novo,381.0,353.0,0.926509186351706,MU,3120003,95.02,1528.295,córrego novo,31.0
córrego novo,381.0,353.0,0.926509186351706,MU,3120003,41.0,1528.295,córrego novo,31.0
córrego novo,381.0,353.0,0.926509186351706,MU,3120003,100.91,1528.295,córrego novo,31.0
couto de magalhães de minas,436.0,342.0,0.7844036697247706,MU,3120102,65.17,1235.485,couto de magalhães de minas,31.0
couto de magalhães de minas,436.0,342.0,0.7844036697247706,MU,3120102,35.0,1235.485,couto de magalhães de minas,31.0
couto de magalhães de minas,436.0,342.0,0.7844036697247706,MU,3120102,95.08,1235.485,couto de magalhães de minas,31.0
crisólita,622.0,518.0,0.8327974276527331,MU,3120151,59.98,1488.71,crisólita,31.0
crisólita,622.0,518.0,0.8327974276527331,MU,3120151,34.0,1488.71,crisólita,31.0
crisólita,622.0,518.0,0.8327974276527331,MU,3120151,109.18,1488.71,crisólita,31.0
cristais,1499.0,1281.0,0.8545697131420947,MU,3120201,71.82,2085.08,cristais,31.0
cristais,1499.0,1281.0,0.8545697131420947,MU,3120201,36.0,2085.08,cristais,31.0
cristais,1499.0,1281.0,0.8545697131420947,MU,3120201,101.1,2085.08,cristais,31.0
cristália,512.0,434.0,0.84765625,MU,3120300,38.01,1260.995,cristália,31.0
cristália,512.0,434.0,0.84765625,MU,3120300,30.0,1260.995,cristália,31.0
cristália,512.0,434.0,0.84765625,MU,3120300,102.97,1260.995,cristália,31.0
cristiano otoni,517.0,431.0,0.8336557059961315,MU,3120409,73.84,2429.8450000000003,cristiano otoni,31.0
cristiano otoni,517.0,431.0,0.8336557059961315,MU,3120409,38.0,2429.8450000000003,cristiano otoni,31.0
cristiano otoni,517.0,431.0,0.8336557059961315,MU,3120409,97.25,2429.8450000000003,cristiano otoni,31.0
cristina,1207.0,1058.0,0.8765534382767192,MU,3120508,79.46,2818.825,cristina,31.0
cristina,1207.0,1058.0,0.8765534382767192,MU,3120508,38.0,2818.825,cristina,31.0
cristina,1207.0,1058.0,0.8765534382767192,MU,3120508,105.71,2818.825,cristina,31.0
crucilândia,762.0,723.0,0.9488188976377953,MU,3120607,103.03,2059.82,crucilândia,31.0
crucilândia,762.0,723.0,0.9488188976377953,MU,3120607,41.0,2059.82,crucilândia,31.0
crucilândia,762.0,723.0,0.9488188976377953,MU,3120607,101.86,2059.82,crucilândia,31.0
cruzeiro da fortaleza,361.0,305.0,0.8448753462603878,MU,3120706,63.94,3107.515,cruzeiro da fortaleza,31.0
cruzeiro da fortaleza,361.0,305.0,0.8448753462603878,MU,3120706,36.0,3107.515,cruzeiro da fortaleza,31.0
cruzeiro da fortaleza,361.0,305.0,0.8448753462603878,MU,3120706,106.39,3107.515,cruzeiro da fortaleza,31.0
cruzília,1996.0,1657.0,0.8301603206412825,MU,3120805,85.18,2699.425,cruzília,31.0
cruzília,1996.0,1657.0,0.8301603206412825,MU,3120805,38.0,2699.425,cruzília,31.0
cruzília,1996.0,1657.0,0.8301603206412825,MU,3120805,97.43,2699.425,cruzília,31.0
cuparaque,572.0,529.0,0.9248251748251748,MU,3120839,72.57,1650.765,cuparaque,31.0
cuparaque,572.0,529.0,0.9248251748251748,MU,3120839,38.0,1650.765,cuparaque,31.0
cuparaque,572.0,529.0,0.9248251748251748,MU,3120839,98.65,1650.765,cuparaque,31.0
curral de dentro,767.0,598.0,0.7796610169491526,MU,3120870,51.7,1164.67,curral de dentro,31.0
curral de dentro,767.0,598.0,0.7796610169491526,MU,3120870,32.0,1164.67,curral de dentro,31.0
curral de dentro,767.0,598.0,0.7796610169491526,MU,3120870,101.3,1164.67,curral de dentro,31.0
curvelo,10150.0,8634.0,0.85064039408867,MU,3120904,70.15,2207.405,curvelo,31.0
curvelo,10150.0,8634.0,0.85064039408867,MU,3120904,36.0,2207.405,curvelo,31.0
curvelo,10150.0,8634.0,0.85064039408867,MU,3120904,92.75,2207.405,curvelo,31.0
datas,642.0,507.0,0.7897196261682243,MU,3121001,56.57,1228.825,datas,31.0
datas,642.0,507.0,0.7897196261682243,MU,3121001,34.0,1228.825,datas,31.0
datas,642.0,507.0,0.7897196261682243,MU,3121001,96.37,1228.825,datas,31.0
delfim moreira,1002.0,914.0,0.9121756487025948,MU,3121100,86.79,3763.775,delfim moreira,31.0
delfim moreira,1002.0,914.0,0.9121756487025948,MU,3121100,40.0,3763.775,delfim moreira,31.0
delfim moreira,1002.0,914.0,0.9121756487025948,MU,3121100,106.33,3763.775,delfim moreira,31.0
delfinópolis,1003.0,848.0,0.8454636091724825,MU,3121209,63.1,3286.49,delfinópolis,31.0
delfinópolis,1003.0,848.0,0.8454636091724825,MU,3121209,36.0,3286.49,delfinópolis,31.0
delfinópolis,1003.0,848.0,0.8454636091724825,MU,3121209,109.3,3286.49,delfinópolis,31.0
delta,1017.0,851.0,0.8367748279252704,MU,3121258,28.14,1842.71,delta,31.0
delta,1017.0,851.0,0.8367748279252704,MU,3121258,30.0,1842.71,delta,31.0
delta,1017.0,851.0,0.8367748279252704,MU,3121258,105.28,1842.71,delta,31.0
descoberto,677.0,550.0,0.8124076809453471,MU,3121308,101.75,1722.98,descoberto,31.0
descoberto,677.0,550.0,0.8124076809453471,MU,3121308,40.0,1722.98,descoberto,31.0
descoberto,677.0,550.0,0.8124076809453471,MU,3121308,102.38,1722.98,descoberto,31.0
desterro de entre rios,1032.0,943.0,0.9137596899224806,MU,3121407,93.78,1646.125,desterro de entre rios,31.0
desterro de entre rios,1032.0,943.0,0.9137596899224806,MU,3121407,40.0,1646.125,desterro de entre rios,31.0
desterro de entre rios,1032.0,943.0,0.9137596899224806,MU,3121407,103.7,1646.125,desterro de entre rios,31.0
desterro do melo,389.0,349.0,0.897172236503856,MU,3121506,111.75,965.35,desterro do melo,31.0
desterro do melo,389.0,349.0,0.897172236503856,MU,3121506,42.0,965.35,desterro do melo,31.0
desterro do melo,389.0,349.0,0.897172236503856,MU,3121506,102.98,965.35,desterro do melo,31.0
diamantina,5407.0,4317.0,0.7984094692065841,MU,3121605,60.9,2448.66,diamantina,31.0
diamantina,5407.0,4317.0,0.7984094692065841,MU,3121605,35.0,2448.66,diamantina,31.0
diamantina,5407.0,4317.0,0.7984094692065841,MU,3121605,94.57,2448.66,diamantina,31.0
diogo de vasconcelos,452.0,405.0,0.8960176991150443,MU,3121704,121.43,1477.115,diogo de vasconcelos,31.0
diogo de vasconcelos,452.0,405.0,0.8960176991150443,MU,3121704,43.0,1477.115,diogo de vasconcelos,31.0
diogo de vasconcelos,452.0,405.0,0.8960176991150443,MU,3121704,100.17,1477.115,diogo de vasconcelos,31.0
dionísio,926.0,815.0,0.8801295896328294,MU,3121803,123.74,1272.965,dionísio,31.0
dionísio,926.0,815.0,0.8801295896328294,MU,3121803,43.0,1272.965,dionísio,31.0
dionísio,926.0,815.0,0.8801295896328294,MU,3121803,94.52,1272.965,dionísio,31.0
divinésia,528.0,462.0,0.875,MU,3121902,60.36,1192.6,divinésia,31.0
divinésia,528.0,462.0,0.875,MU,3121902,35.0,1192.6,divinésia,31.0
divinésia,528.0,462.0,0.875,MU,3121902,99.53,1192.6,divinésia,31.0
divino,2510.0,2359.0,0.9398406374501992,MU,3122009,63.59,2561.3900000000003,divino,31.0
divino,2510.0,2359.0,0.9398406374501992,MU,3122009,35.0,2561.3900000000003,divino,31.0
divino,2510.0,2359.0,0.9398406374501992,MU,3122009,102.38,2561.3900000000003,divino,31.0
