Município,Total,Única,Proporção casais sem filhos,Nível,Código,Índice de envelhecimento,Renda média 60+
Flores do Piauí (PI),537.0,462.0,0.8603351955307262,MU,2203800,101.83,1195.955
Floresta do Piauí (PI),279.0,233.0,0.8351254480286738,MU,2203859,98.15,927.4849999999999
Floresta do Piauí (PI),279.0,233.0,0.8351254480286738,MU,2203859,40.0,927.4849999999999
Floresta do Piauí (PI),279.0,233.0,0.8351254480286738,MU,2203859,100.09,927.4849999999999
Floriano (PI),6635.0,5214.0,0.7858327053504145,MU,2203909,53.08,2554.76
Floriano (PI),6635.0,5214.0,0.7858327053504145,MU,2203909,34.0,2554.76
Floriano (PI),6635.0,5214.0,0.7858327053504145,MU,2203909,90.57,2554.76
Francinópolis (PI),495.0,388.0,0.7838383838383839,MU,2204006,78.44,2107.55
Francinópolis (PI),495.0,388.0,0.7838383838383839,MU,2204006,38.0,2107.55
Francinópolis (PI),495.0,388.0,0.7838383838383839,MU,2204006,95.7,2107.55
Francisco Ayres (PI),478.0,409.0,0.8556485355648535,MU,2204105,75.74,926.3050000000001
Francisco Ayres (PI),478.0,409.0,0.8556485355648535,MU,2204105,36.0,926.3050000000001
Francisco Ayres (PI),478.0,409.0,0.8556485355648535,MU,2204105,97.23,926.3050000000001
Francisco Macedo (PI),302.0,267.0,0.8841059602649006,MU,2204154,55.59,925.935
Francisco Macedo (PI),302.0,267.0,0.8841059602649006,MU,2204154,35.0,925.935
Francisco Macedo (PI),302.0,267.0,0.8841059602649006,MU,2204154,99.52,925.935
Francisco Santos (PI),902.0,823.0,0.9124168514412417,MU,2204204,60.87,984.285
Francisco Santos (PI),902.0,823.0,0.9124168514412417,MU,2204204,36.0,984.285
Francisco Santos (PI),902.0,823.0,0.9124168514412417,MU,2204204,103.28,984.285
Fronteiras (PI),1285.0,1036.0,0.8062256809338522,MU,2204303,64.98,1938.7450000000001
Fronteiras (PI),1285.0,1036.0,0.8062256809338522,MU,2204303,35.0,1938.7450000000001
Fronteiras (PI),1285.0,1036.0,0.8062256809338522,MU,2204303,96.53,1938.7450000000001
Geminiano (PI),686.0,575.0,0.8381924198250729,MU,2204352,54.42,2499.275
Geminiano (PI),686.0,575.0,0.8381924198250729,MU,2204352,34.0,2499.275
Geminiano (PI),686.0,575.0,0.8381924198250729,MU,2204352,100.77,2499.275
Gilbués (PI),986.0,758.0,0.768762677484787,MU,2204402,40.25,1772.1100000000001
Gilbués (PI),986.0,758.0,0.768762677484787,MU,2204402,30.0,1772.1100000000001
Gilbués (PI),986.0,758.0,0.768762677484787,MU,2204402,102.45,1772.1100000000001
Guadalupe (PI),1120.0,837.0,0.7473214285714286,MU,2204501,51.08,2260.555
Guadalupe (PI),1120.0,837.0,0.7473214285714286,MU,2204501,34.0,2260.555
Guadalupe (PI),1120.0,837.0,0.7473214285714286,MU,2204501,96.33,2260.555
Guaribas (PI),345.0,264.0,0.7652173913043478,MU,2204550,33.89,1315.96
Guaribas (PI),345.0,264.0,0.7652173913043478,MU,2204550,30.0,1315.96
Guaribas (PI),345.0,264.0,0.7652173913043478,MU,2204550,102.37,1315.96
Hugo Napoleão (PI),413.0,335.0,0.8111380145278451,MU,2204600,61.43,4133.78
Hugo Napoleão (PI),413.0,335.0,0.8111380145278451,MU,2204600,35.0,4133.78
Hugo Napoleão (PI),413.0,335.0,0.8111380145278451,MU,2204600,97.64,4133.78
Ilha Grande (PI),928.0,651.0,0.7015086206896551,MU,2204659,44.33,1492.23
Ilha Grande (PI),928.0,651.0,0.7015086206896551,MU,2204659,32.0,1492.23
Ilha Grande (PI),928.0,651.0,0.7015086206896551,MU,2204659,101.74,1492.23
Inhuma (PI),1795.0,1520.0,0.8467966573816156,MU,2204709,69.11,1365.8200000000002
Inhuma (PI),1795.0,1520.0,0.8467966573816156,MU,2204709,37.0,1365.8200000000002
Inhuma (PI),1795.0,1520.0,0.8467966573816156,MU,2204709,99.47,1365.8200000000002
Ipiranga do Piauí (PI),951.0,761.0,0.8002103049421662,MU,2204808,63.15,1151.79
Ipiranga do Piauí (PI),951.0,761.0,0.8002103049421662,MU,2204808,36.0,1151.79
Ipiranga do Piauí (PI),951.0,761.0,0.8002103049421662,MU,2204808,97.69,1151.79
Isaías Coelho (PI),870.0,681.0,0.7827586206896552,MU,2204907,50.75,1934.9950000000001
Isaías Coelho (PI),870.0,681.0,0.7827586206896552,MU,2204907,33.0,1934.9950000000001
Isaías Coelho (PI),870.0,681.0,0.7827586206896552,MU,2204907,98.11,1934.9950000000001
Itainópolis (PI),1566.0,1291.0,0.8243933588761175,MU,2205003,86.53,1129.85
Itainópolis (PI),1566.0,1291.0,0.8243933588761175,MU,2205003,39.0,1129.85
Itainópolis (PI),1566.0,1291.0,0.8243933588761175,MU,2205003,102.29,1129.85
Itaueira (PI),1288.0,1094.0,0.8493788819875776,MU,2205102,71.76,1785.455
Itaueira (PI),1288.0,1094.0,0.8493788819875776,MU,2205102,37.0,1785.455
Itaueira (PI),1288.0,1094.0,0.8493788819875776,MU,2205102,101.15,1785.455
Jacobina do Piauí (PI),686.0,581.0,0.8469387755102041,MU,2205151,59.44,715.41
Jacobina do Piauí (PI),686.0,581.0,0.8469387755102041,MU,2205151,36.0,715.41
Jacobina do Piauí (PI),686.0,581.0,0.8469387755102041,MU,2205151,99.33,715.41
Jaicós (PI),1931.0,1652.0,0.8555152770585189,MU,2205201,55.35,1065.97
Jaicós (PI),1931.0,1652.0,0.8555152770585189,MU,2205201,34.0,1065.97
Jaicós (PI),1931.0,1652.0,0.8555152770585189,MU,2205201,95.29,1065.97
Jardim do Mulato (PI),451.0,371.0,0.8226164079822617,MU,2205250,62.9,1506.4850000000001
Jardim do Mulato (PI),451.0,371.0,0.8226164079822617,MU,2205250,36.0,1506.4850000000001
Jardim do Mulato (PI),451.0,371.0,0.8226164079822617,MU,2205250,101.35,1506.4850000000001
Jatobá do Piauí (PI),494.0,372.0,0.7530364372469636,MU,2205276,98.92,764.31
Jatobá do Piauí (PI),494.0,372.0,0.7530364372469636,MU,2205276,40.0,764.31
Jatobá do Piauí (PI),494.0,372.0,0.7530364372469636,MU,2205276,106.62,764.31
Jerumenha (PI),539.0,422.0,0.7829313543599258,MU,2205300,66.18,1180.6
Jerumenha (PI),539.0,422.0,0.7829313543599258,MU,2205300,35.0,1180.6
Jerumenha (PI),539.0,422.0,0.7829313543599258,MU,2205300,103.67,1180.6
João Costa (PI),319.0,265.0,0.8307210031347962,MU,2205359,52.36,2923.8500000000004
João Costa (PI),319.0,265.0,0.8307210031347962,MU,2205359,36.0,2923.8500000000004
João Costa (PI),319.0,265.0,0.8307210031347962,MU,2205359,111.99,2923.8500000000004
Joaquim Pires (PI),1278.0,941.0,0.7363067292644757,MU,2205409,43.1,1466.435
Joaquim Pires (PI),1278.0,941.0,0.7363067292644757,MU,2205409,31.0,1466.435
Joaquim Pires (PI),1278.0,941.0,0.7363067292644757,MU,2205409,104.84,1466.435
Joca Marques (PI),491.0,352.0,0.7169042769857433,MU,2205458,43.36,1580.6850000000002
Joca Marques (PI),491.0,352.0,0.7169042769857433,MU,2205458,31.0,1580.6850000000002
Joca Marques (PI),491.0,352.0,0.7169042769857433,MU,2205458,100.0,1580.6850000000002
José de Freitas (PI),4106.0,2927.0,0.7128592303945446,MU,2205508,47.39,1427.74
José de Freitas (PI),4106.0,2927.0,0.7128592303945446,MU,2205508,33.0,1427.74
José de Freitas (PI),4106.0,2927.0,0.7128592303945446,MU,2205508,97.3,1427.74
Juazeiro do Piauí (PI),524.0,404.0,0.7709923664122137,MU,2205516,67.32,1690.4499999999998
Juazeiro do Piauí (PI),524.0,404.0,0.7709923664122137,MU,2205516,35.0,1690.4499999999998
Juazeiro do Piauí (PI),524.0,404.0,0.7709923664122137,MU,2205516,106.33,1690.4499999999998
Júlio Borges (PI),494.0,388.0,0.7854251012145749,MU,2205524,48.21,1727.4850000000001
Júlio Borges (PI),494.0,388.0,0.7854251012145749,MU,2205524,32.0,1727.4850000000001
Júlio Borges (PI),494.0,388.0,0.7854251012145749,MU,2205524,113.3,1727.4850000000001
Jurema (PI),510.0,416.0,0.8156862745098039,MU,2205532,49.74,936.565
Jurema (PI),510.0,416.0,0.8156862745098039,MU,2205532,34.0,936.565
Jurema (PI),510.0,416.0,0.8156862745098039,MU,2205532,112.13,936.565
Lagoinha do Piauí (PI),287.0,247.0,0.8606271777003485,MU,2205540,57.37,891.7
Lagoinha do Piauí (PI),287.0,247.0,0.8606271777003485,MU,2205540,34.0,891.7
Lagoinha do Piauí (PI),287.0,247.0,0.8606271777003485,MU,2205540,102.13,891.7
Lagoa Alegre (PI),716.0,539.0,0.7527932960893855,MU,2205557,50.74,2127.375
Lagoa Alegre (PI),716.0,539.0,0.7527932960893855,MU,2205557,32.0,2127.375
Lagoa Alegre (PI),716.0,539.0,0.7527932960893855,MU,2205557,102.85,2127.375
Lagoa do Barro do Piauí (PI),467.0,375.0,0.8029978586723768,MU,2205565,50.0,2013.645
Lagoa do Barro do Piauí (PI),467.0,375.0,0.8029978586723768,MU,2205565,32.0,2013.645
Lagoa do Barro do Piauí (PI),467.0,375.0,0.8029978586723768,MU,2205565,107.78,2013.645
Lagoa de São Francisco (PI),644.0,502.0,0.7795031055900621,MU,2205573,51.02,1894.01
Lagoa de São Francisco (PI),644.0,502.0,0.7795031055900621,MU,2205573,32.0,1894.01
Lagoa de São Francisco (PI),644.0,502.0,0.7795031055900621,MU,2205573,97.35,1894.01
Lagoa do Piauí (PI),492.0,387.0,0.7865853658536586,MU,2205581,47.75,2540.415
Lagoa do Piauí (PI),492.0,387.0,0.7865853658536586,MU,2205581,33.0,2540.415
Lagoa do Piauí (PI),492.0,387.0,0.7865853658536586,MU,2205581,104.51,2540.415
Lagoa do Sítio (PI),516.0,446.0,0.8643410852713178,MU,2205599,69.66,1679.1950000000002
Lagoa do Sítio (PI),516.0,446.0,0.8643410852713178,MU,2205599,38.0,1679.1950000000002
Lagoa do Sítio (PI),516.0,446.0,0.8643410852713178,MU,2205599,105.92,1679.1950000000002
Landri Sales (PI),617.0,504.0,0.8168557536466775,MU,2205607,70.76,1174.105
Landri Sales (PI),617.0,504.0,0.8168557536466775,MU,2205607,36.0,1174.105
Landri Sales (PI),617.0,504.0,0.8168557536466775,MU,2205607,94.15,1174.105
Luís Correia (PI),3075.0,2124.0,0.6907317073170731,MU,2205706,43.83,1607.675
Luís Correia (PI),3075.0,2124.0,0.6907317073170731,MU,2205706,32.0,1607.675
Luís Correia (PI),3075.0,2124.0,0.6907317073170731,MU,2205706,102.57,1607.675
Luzilândia (PI),2701.0,1936.0,0.7167715660866346,MU,2205805,50.81,1388.05
Luzilândia (PI),2701.0,1936.0,0.7167715660866346,MU,2205805,33.0,1388.05
Luzilândia (PI),2701.0,1936.0,0.7167715660866346,MU,2205805,100.48,1388.05
Madeiro (PI),619.0,365.0,0.5896607431340872,MU,2205854,34.95,1308.745
Madeiro (PI),619.0,365.0,0.5896607431340872,MU,2205854,30.0,1308.745
Madeiro (PI),619.0,365.0,0.5896607431340872,MU,2205854,101.76,1308.745
Manoel Emídio (PI),547.0,449.0,0.8208409506398537,MU,2205904,64.33,2454.515
Manoel Emídio (PI),547.0,449.0,0.8208409506398537,MU,2205904,36.0,2454.515
Manoel Emídio (PI),547.0,449.0,0.8208409506398537,MU,2205904,106.54,2454.515
Marcolândia (PI),907.0,717.0,0.7905181918412348,MU,2205953,31.91,2170.775
Marcolândia (PI),907.0,717.0,0.7905181918412348,MU,2205953,29.0,2170.775
Marcolândia (PI),907.0,717.0,0.7905181918412348,MU,2205953,99.37,2170.775
Marcos Parente (PI),531.0,415.0,0.7815442561205274,MU,2206001,56.59,1727.08
Marcos Parente (PI),531.0,415.0,0.7815442561205274,MU,2206001,34.0,1727.08
Marcos Parente (PI),531.0,415.0,0.7815442561205274,MU,2206001,94.8,1727.08
Massapê do Piauí (PI),513.0,411.0,0.8011695906432749,MU,2206050,79.25,834.5550000000001
Massapê do Piauí (PI),513.0,411.0,0.8011695906432749,MU,2206050,37.0,834.5550000000001
Massapê do Piauí (PI),513.0,411.0,0.8011695906432749,MU,2206050,102.25,834.5550000000001
Matias Olímpio (PI),1017.0,726.0,0.7138643067846607,MU,2206100,42.02,1341.685
Matias Olímpio (PI),1017.0,726.0,0.7138643067846607,MU,2206100,30.0,1341.685
Matias Olímpio (PI),1017.0,726.0,0.7138643067846607,MU,2206100,100.36,1341.685
Miguel Alves (PI),2743.0,1798.0,0.6554866934013853,MU,2206209,39.65,1481.17
Miguel Alves (PI),2743.0,1798.0,0.6554866934013853,MU,2206209,29.0,1481.17
Miguel Alves (PI),2743.0,1798.0,0.6554866934013853,MU,2206209,101.97,1481.17
Miguel Leão (PI),128.0,98.0,0.765625,MU,2206308,47.54,1942.0500000000002
Miguel Leão (PI),128.0,98.0,0.765625,MU,2206308,32.0,1942.0500000000002
Miguel Leão (PI),128.0,98.0,0.765625,MU,2206308,100.0,1942.0500000000002
Milton Brandão (PI),677.0,548.0,0.8094534711964549,MU,2206357,59.8,921.3249999999999
Milton Brandão (PI),677.0,548.0,0.8094534711964549,MU,2206357,35.0,921.3249999999999
Milton Brandão (PI),677.0,548.0,0.8094534711964549,MU,2206357,104.76,921.3249999999999
Monsenhor Gil (PI),1089.0,848.0,0.7786960514233241,MU,2206407,66.97,1341.55
Monsenhor Gil (PI),1089.0,848.0,0.7786960514233241,MU,2206407,35.0,1341.55
Monsenhor Gil (PI),1089.0,848.0,0.7786960514233241,MU,2206407,92.04,1341.55
Monsenhor Hipólito (PI),910.0,768.0,0.843956043956044,MU,2206506,64.82,1467.44
Monsenhor Hipólito (PI),910.0,768.0,0.843956043956044,MU,2206506,36.0,1467.44
Monsenhor Hipólito (PI),910.0,768.0,0.843956043956044,MU,2206506,99.87,1467.44
Monte Alegre do Piauí (PI),938.0,747.0,0.7963752665245203,MU,2206605,36.24,2093.485
Monte Alegre do Piauí (PI),938.0,747.0,0.7963752665245203,MU,2206605,29.0,2093.485
Monte Alegre do Piauí (PI),938.0,747.0,0.7963752665245203,MU,2206605,102.51,2093.485
Morro Cabeça no Tempo (PI),425.0,351.0,0.8258823529411765,MU,2206654,42.24,1192.065
Morro Cabeça no Tempo (PI),425.0,351.0,0.8258823529411765,MU,2206654,32.0,1192.065
Morro Cabeça no Tempo (PI),425.0,351.0,0.8258823529411765,MU,2206654,112.79,1192.065
Morro do Chapéu do Piauí (PI),617.0,513.0,0.8314424635332253,MU,2206670,47.01,956.6500000000001
Morro do Chapéu do Piauí (PI),617.0,513.0,0.8314424635332253,MU,2206670,32.0,956.6500000000001
Morro do Chapéu do Piauí (PI),617.0,513.0,0.8314424635332253,MU,2206670,103.19,956.6500000000001
Murici dos Portelas (PI),841.0,658.0,0.7824019024970273,MU,2206696,40.29,884.585
Murici dos Portelas (PI),841.0,658.0,0.7824019024970273,MU,2206696,30.0,884.585
Murici dos Portelas (PI),841.0,658.0,0.7824019024970273,MU,2206696,105.39,884.585
Nazaré do Piauí (PI),693.0,581.0,0.8383838383838383,MU,2206704,70.28,1265.17
Nazaré do Piauí (PI),693.0,581.0,0.8383838383838383,MU,2206704,37.0,1265.17
Nazaré do Piauí (PI),693.0,581.0,0.8383838383838383,MU,2206704,101.24,1265.17
Nazária (PI),1051.0,776.0,0.7383444338725024,MU,2206720,45.72,2115.02
Nazária (PI),1051.0,776.0,0.7383444338725024,MU,2206720,32.0,2115.02
Nazária (PI),1051.0,776.0,0.7383444338725024,MU,2206720,100.55,2115.02
Nossa Senhora de Nazaré (PI),580.0,433.0,0.746551724137931,MU,2206753,75.49,1727.3600000000001
Nossa Senhora de Nazaré (PI),580.0,433.0,0.746551724137931,MU,2206753,37.0,1727.3600000000001
Nossa Senhora de Nazaré (PI),580.0,433.0,0.746551724137931,MU,2206753,102.95,1727.3600000000001
Nossa Senhora dos Remédios (PI),800.0,580.0,0.725,MU,2206803,39.48,1242.955
Nossa Senhora dos Remédios (PI),800.0,580.0,0.725,MU,2206803,29.0,1242.955
Nossa Senhora dos Remédios (PI),800.0,580.0,0.725,MU,2206803,100.49,1242.955
Novo Oriente do Piauí (PI),803.0,691.0,0.8605230386052304,MU,2206902,80.57,920.1750000000001
Novo Oriente do Piauí (PI),803.0,691.0,0.8605230386052304,MU,2206902,38.0,920.1750000000001
Novo Oriente do Piauí (PI),803.0,691.0,0.8605230386052304,MU,2206902,99.51,920.1750000000001
Novo Santo Antônio (PI),366.0,323.0,0.8825136612021858,MU,2206951,80.67,3000.0
Novo Santo Antônio (PI),366.0,323.0,0.8825136612021858,MU,2206951,38.0,3000.0
Novo Santo Antônio (PI),366.0,323.0,0.8825136612021858,MU,2206951,100.35,3000.0
Oeiras (PI),4397.0,3676.0,0.836024562201501,MU,2207009,55.94,2064.62
Oeiras (PI),4397.0,3676.0,0.836024562201501,MU,2207009,34.0,2064.62
Oeiras (PI),4397.0,3676.0,0.836024562201501,MU,2207009,93.29,2064.62
Olho D'Água do Piauí (PI),283.0,221.0,0.7809187279151943,MU,2207108,54.91,1416.545
Olho D'Água do Piauí (PI),283.0,221.0,0.7809187279151943,MU,2207108,34.0,1416.545
Olho D'Água do Piauí (PI),283.0,221.0,0.7809187279151943,MU,2207108,99.77,1416.545
Padre Marcos (PI),811.0,616.0,0.7595561035758323,MU,2207207,62.73,1700.9050000000002
Padre Marcos (PI),811.0,616.0,0.7595561035758323,MU,2207207,37.0,1700.9050000000002
Padre Marcos (PI),811.0,616.0,0.7595561035758323,MU,2207207,94.22,1700.9050000000002
Paes Landim (PI),436.0,324.0,0.7431192660550459,MU,2207306,51.62,1639.31
Paes Landim (PI),436.0,324.0,0.7431192660550459,MU,2207306,33.0,1639.31
Paes Landim (PI),436.0,324.0,0.7431192660550459,MU,2207306,105.74,1639.31
Pajeú do Piauí (PI),394.0,341.0,0.8654822335025381,MU,2207355,91.8,1836.62
Pajeú do Piauí (PI),394.0,341.0,0.8654822335025381,MU,2207355,40.0,1836.62
Pajeú do Piauí (PI),394.0,341.0,0.8654822335025381,MU,2207355,107.18,1836.62
Palmeira do Piauí (PI),442.0,360.0,0.8144796380090498,MU,2207405,48.4,1247.63
Palmeira do Piauí (PI),442.0,360.0,0.8144796380090498,MU,2207405,33.0,1247.63
Palmeira do Piauí (PI),442.0,360.0,0.8144796380090498,MU,2207405,108.77,1247.63
Palmeirais (PI),1347.0,971.0,0.7208611729769859,MU,2207504,47.77,1735.56
Palmeirais (PI),1347.0,971.0,0.7208611729769859,MU,2207504,32.0,1735.56
Palmeirais (PI),1347.0,971.0,0.7208611729769859,MU,2207504,97.88,1735.56
Paquetá (PI),447.0,332.0,0.7427293064876958,MU,2207553,70.28,1120.06
Paquetá (PI),447.0,332.0,0.7427293064876958,MU,2207553,38.0,1120.06
Paquetá (PI),447.0,332.0,0.7427293064876958,MU,2207553,105.44,1120.06
Parnaguá (PI),930.0,661.0,0.710752688172043,MU,2207603,38.8,1357.08
Parnaguá (PI),930.0,661.0,0.710752688172043,MU,2207603,30.0,1357.08
Parnaguá (PI),930.0,661.0,0.710752688172043,MU,2207603,110.44,1357.08
Parnaíba (PI),17547.0,12850.0,0.7323189149142304,MU,2207702,48.27,2166.735
Parnaíba (PI),17547.0,12850.0,0.7323189149142304,MU,2207702,33.0,2166.735
Parnaíba (PI),17547.0,12850.0,0.7323189149142304,MU,2207702,91.4,2166.735
Passagem Franca do Piauí (PI),325.0,205.0,0.6307692307692307,MU,2207751,47.94,1351.6999999999998
Passagem Franca do Piauí (PI),325.0,205.0,0.6307692307692307,MU,2207751,32.0,1351.6999999999998
Passagem Franca do Piauí (PI),325.0,205.0,0.6307692307692307,MU,2207751,100.83,1351.6999999999998
Patos do Piauí (PI),723.0,628.0,0.8686030428769018,MU,2207777,93.13,1458.4650000000001
Patos do Piauí (PI),723.0,628.0,0.8686030428769018,MU,2207777,39.0,1458.4650000000001
Patos do Piauí (PI),723.0,628.0,0.8686030428769018,MU,2207777,105.49,1458.4650000000001
Pau D'Arco do Piauí (PI),364.0,324.0,0.8901098901098901,MU,2207793,66.24,525.975
Pau D'Arco do Piauí (PI),364.0,324.0,0.8901098901098901,MU,2207793,35.0,525.975
Pau D'Arco do Piauí (PI),364.0,324.0,0.8901098901098901,MU,2207793,106.27,525.975
Paulistana (PI),2633.0,2117.0,0.8040258260539309,MU,2207801,47.07,1650.575
Paulistana (PI),2633.0,2117.0,0.8040258260539309,MU,2207801,32.0,1650.575
Paulistana (PI),2633.0,2117.0,0.8040258260539309,MU,2207801,92.6,1650.575
Pavussu (PI),430.0,353.0,0.8209302325581396,MU,2207850,70.71,1366.245
Pavussu (PI),430.0,353.0,0.8209302325581396,MU,2207850,37.0,1366.245
Pavussu (PI),430.0,353.0,0.8209302325581396,MU,2207850,113.41,1366.245
Pedro II (PI),4113.0,3052.0,0.7420374422562607,MU,2207900,61.95,1559.01
Pedro II (PI),4113.0,3052.0,0.7420374422562607,MU,2207900,34.0,1559.01
Pedro II (PI),4113.0,3052.0,0.7420374422562607,MU,2207900,99.42,1559.01
Pedro Laurentino (PI),266.0,228.0,0.8571428571428571,MU,2207934,50.37,1714.82
Pedro Laurentino (PI),266.0,228.0,0.8571428571428571,MU,2207934,34.0,1714.82
Pedro Laurentino (PI),266.0,228.0,0.8571428571428571,MU,2207934,108.48,1714.82
Nova Santa Rita (PI),432.0,360.0,0.8333333333333334,MU,2207959,48.01,896.245
Nova Santa Rita (PI),432.0,360.0,0.8333333333333334,MU,2207959,34.0,896.245
Nova Santa Rita (PI),432.0,360.0,0.8333333333333334,MU,2207959,109.24,896.245
Picos (PI),9144.0,7621.0,0.8334426946631671,MU,2208007,50.3,2257.965
Picos (PI),9144.0,7621.0,0.8334426946631671,MU,2208007,34.0,2257.965
Picos (PI),9144.0,7621.0,0.8334426946631671,MU,2208007,92.03,2257.965
Pimenteiras (PI),1350.0,1080.0,0.8,MU,2208106,66.46,1297.275
Pimenteiras (PI),1350.0,1080.0,0.8,MU,2208106,36.0,1297.275
Pimenteiras (PI),1350.0,1080.0,0.8,MU,2208106,102.81,1297.275
Pio IX (PI),2064.0,1699.0,0.8231589147286822,MU,2208205,51.74,838.56
Pio IX (PI),2064.0,1699.0,0.8231589147286822,MU,2208205,33.0,838.56
Pio IX (PI),2064.0,1699.0,0.8231589147286822,MU,2208205,98.75,838.56
Piracuruca (PI),3299.0,2780.0,0.8426795998787512,MU,2208304,51.93,1447.6799999999998
Piracuruca (PI),3299.0,2780.0,0.8426795998787512,MU,2208304,33.0,1447.6799999999998
Piracuruca (PI),3299.0,2780.0,0.8426795998787512,MU,2208304,96.85,1447.6799999999998
Piripiri (PI),6843.0,5314.0,0.7765599883092211,MU,2208403,56.66,1929.1
Piripiri (PI),6843.0,5314.0,0.7765599883092211,MU,2208403,34.0,1929.1
Piripiri (PI),6843.0,5314.0,0.7765599883092211,MU,2208403,94.49,1929.1
Porto (PI),976.0,685.0,0.701844262295082,MU,2208502,29.3,1682.185
Porto (PI),976.0,685.0,0.701844262295082,MU,2208502,27.0,1682.185
Porto (PI),976.0,685.0,0.701844262295082,MU,2208502,101.91,1682.185
Porto Alegre do Piauí (PI),234.0,197.0,0.8418803418803419,MU,2208551,47.56,1318.65
Porto Alegre do Piauí (PI),234.0,197.0,0.8418803418803419,MU,2208551,32.0,1318.65
Porto Alegre do Piauí (PI),234.0,197.0,0.8418803418803419,MU,2208551,106.82,1318.65
Prata do Piauí (PI),383.0,298.0,0.7780678851174935,MU,2208601,66.3,1153.445
Prata do Piauí (PI),383.0,298.0,0.7780678851174935,MU,2208601,34.0,1153.445
Prata do Piauí (PI),383.0,298.0,0.7780678851174935,MU,2208601,102.4,1153.445
Queimada Nova (PI),1045.0,761.0,0.7282296650717703,MU,2208650,58.49,1471.645
Queimada Nova (PI),1045.0,761.0,0.7282296650717703,MU,2208650,34.0,1471.645
Queimada Nova (PI),1045.0,761.0,0.7282296650717703,MU,2208650,102.64,1471.645
Redenção do Gurguéia (PI),656.0,489.0,0.7454268292682927,MU,2208700,39.84,1323.265
Redenção do Gurguéia (PI),656.0,489.0,0.7454268292682927,MU,2208700,30.0,1323.265
Redenção do Gurguéia (PI),656.0,489.0,0.7454268292682927,MU,2208700,104.93,1323.265
Regeneração (PI),1885.0,1392.0,0.7384615384615385,MU,2208809,50.98,1661.42
Regeneração (PI),1885.0,1392.0,0.7384615384615385,MU,2208809,34.0,1661.42
Regeneração (PI),1885.0,1392.0,0.7384615384615385,MU,2208809,94.83,1661.42
Riacho Frio (PI),400.0,315.0,0.7875,MU,2208858,39.13,1171.665
Riacho Frio (PI),400.0,315.0,0.7875,MU,2208858,32.0,1171.665
Riacho Frio (PI),400.0,315.0,0.7875,MU,2208858,111.1,1171.665
Ribeira do Piauí (PI),414.0,369.0,0.8913043478260869,MU,2208874,54.75,1283.745
Ribeira do Piauí (PI),414.0,369.0,0.8913043478260869,MU,2208874,35.0,1283.745
Ribeira do Piauí (PI),414.0,369.0,0.8913043478260869,MU,2208874,103.16,1283.745
Ribeiro Gonçalves (PI),591.0,454.0,0.7681895093062606,MU,2208908,39.0,1816.145
Ribeiro Gonçalves (PI),591.0,454.0,0.7681895093062606,MU,2208908,30.0,1816.145
Ribeiro Gonçalves (PI),591.0,454.0,0.7681895093062606,MU,2208908,105.4,1816.145
Rio Grande do Piauí (PI),760.0,624.0,0.8210526315789474,MU,2209005,82.35,1736.9
Rio Grande do Piauí (PI),760.0,624.0,0.8210526315789474,MU,2209005,38.0,1736.9
Rio Grande do Piauí (PI),760.0,624.0,0.8210526315789474,MU,2209005,100.52,1736.9
Santa Cruz do Piauí (PI),662.0,549.0,0.8293051359516617,MU,2209104,76.96,1357.915
Santa Cruz do Piauí (PI),662.0,549.0,0.8293051359516617,MU,2209104,37.0,1357.915
Santa Cruz do Piauí (PI),662.0,549.0,0.8293051359516617,MU,2209104,97.73,1357.915
Santa Cruz dos Milagres (PI),385.0,320.0,0.8311688311688312,MU,2209153,65.76,1813.92
Santa Cruz dos Milagres (PI),385.0,320.0,0.8311688311688312,MU,2209153,37.0,1813.92
Santa Cruz dos Milagres (PI),385.0,320.0,0.8311688311688312,MU,2209153,95.5,1813.92
Santa Filomena (PI),504.0,396.0,0.7857142857142857,MU,2209203,32.21,2118.21
Santa Filomena (PI),504.0,396.0,0.7857142857142857,MU,2209203,28.0,2118.21
Santa Filomena (PI),504.0,396.0,0.7857142857142857,MU,2209203,105.92,2118.21
Santa Luz (PI),546.0,402.0,0.7362637362637363,MU,2209302,51.63,1269.97
Santa Luz (PI),546.0,402.0,0.7362637362637363,MU,2209302,34.0,1269.97
Santa Luz (PI),546.0,402.0,0.7362637362637363,MU,2209302,105.63,1269.97
Santana do Piauí (PI),487.0,410.0,0.8418891170431212,MU,2209351,76.96,916.74
Santana do Piauí (PI),487.0,410.0,0.8418891170431212,MU,2209351,38.0,916.74
Santana do Piauí (PI),487.0,410.0,0.8418891170431212,MU,2209351,96.43,916.74
Santa Rosa do Piauí (PI),583.0,466.0,0.7993138936535163,MU,2209377,73.04,869.4200000000001
Santa Rosa do Piauí (PI),583.0,466.0,0.7993138936535163,MU,2209377,37.0,869.4200000000001
Santa Rosa do Piauí (PI),583.0,466.0,0.7993138936535163,MU,2209377,96.37,869.4200000000001
Santo Antônio de Lisboa (PI),676.0,589.0,0.871301775147929,MU,2209401,72.51,1041.0700000000002
Santo Antônio de Lisboa (PI),676.0,589.0,0.871301775147929,MU,2209401,36.0,1041.0700000000002
Santo Antônio de Lisboa (PI),676.0,589.0,0.871301775147929,MU,2209401,98.4,1041.0700000000002
Santo Antônio dos Milagres (PI),135.0,108.0,0.8,MU,2209450,43.73,953.72
